x0,x1,x2,y0,y1,y2
-0.6283469857764514,5.673556362400206,7.456219829829496,1.0,0.0,0.0
2.2053760137924066,4.890526243239718,4.125539782851296,1.0,0.0,0.0
3.2179176551788897,4.575383119581108,2.7878104123203515,1.0,0.0,0.0
3.5165808203529285,6.006266700589497,5.224916153028805,1.0,0.0,0.0
4.408748840245438,4.8435958405055475,5.309623485829904,1.0,0.0,0.0
0.5538404244739371,3.2382348537198546,6.344489905309374,1.0,0.0,0.0
-0.5904075697594054,2.195295834704324,5.028922248046073,1.0,0.0,0.0
0.9351323160764292,2.686215458399178,8.194213897251236,1.0,0.0,0.0
3.5565648157285397,8.893370256684403,9.244923760491156,1.0,0.0,0.0
4.086681465429355,4.00876676757855,4.649176963329002,1.0,0.0,0.0
4.621195805885209,7.316907476603745,6.075871165334721,1.0,0.0,0.0
3.4235339156470395,5.108338634703881,4.820717915389397,1.0,0.0,0.0
3.0988897895919285,4.584197061588767,6.217420543652929,1.0,0.0,0.0
0.5199439680103175,1.689879828532926,5.410742017277972,1.0,0.0,0.0
2.438881456234461,3.947770058219552,4.910100489410203,1.0,0.0,0.0
3.2464650106905104,8.245669165294746,6.053535771139375,1.0,0.0,0.0
2.1433420606791564,3.645737926609997,6.705630412844963,1.0,0.0,0.0
0.6094720247291003,2.7077559072126363,7.361166245504186,1.0,0.0,0.0
2.1905397369597215,1.8380580533070536,6.300352010154773,1.0,0.0,0.0
2.7299374723869927,4.756502058268791,5.752185927273246,1.0,0.0,0.0
2.552699131049824,4.151422466583872,6.2727790604159726,1.0,0.0,0.0
1.9021120491006607,1.5892119019973148,5.3766707772574325,1.0,0.0,0.0
0.5523467902326347,4.077467141428431,8.211160733653255,1.0,0.0,0.0
-0.29873625018658806,2.695185946096196,7.347302726513462,1.0,0.0,0.0
5.7797595070124546,2.194366053775399,5.946670933614054,1.0,0.0,0.0
2.4646094260086704,3.5310945488628818,3.8541749457176353,1.0,0.0,0.0
2.3145368726209092,6.060176721591898,4.595929635266837,1.0,0.0,0.0
2.7800490235383215,5.957732709153888,3.3796287168046892,1.0,0.0,0.0
2.390334790099905,3.7097866208763697,7.300428508906827,1.0,0.0,0.0
1.0385946179396128,4.039153372057525,7.193218197022893,1.0,0.0,0.0
